Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Kerrigan Infested /// Kerrigan Infested
Conversation/zBriefing_Lab01/Line00014=[Surprise 90]你们经常把配合的[/Surprise]人关起来吗？ /// [Surprise 90]Do you usually keep cooperative[/Surprise] people in a containment cell?
Conversation/zBriefing_Lab01/Line00015=等我们[Serious]确认安全后[/Serious]，我会亲自放你出来。[Surprise 80]你现在能用意念控制吗？[/Surprise][Serious]你能感觉到吗？[/Serious] /// When we [Serious]know it's safe[/Serious], I'll unlock your door myself. [Surprise 80]Now, can you reach out with your mind? [/Surprise][Serious]Do you sense it?[/Serious]
Conversation/zBriefing_Lab01/Line00016=所有测试样本都处于安全环境下。 /// All the test subjects are in a secure environment.
Conversation/zBriefing_Lab01/Line00017=[Surprise 60]瓦伦里安，你到底想从这些测试中得到什么？[/Surprise][Serious]我说了[/Serious]我已经不是[Serious]刀锋女王了。[/Serious] /// [Surprise 60]What are you hoping to get out of these tests, Valerian?[/Surprise] [Serious]I told you[/Serious] I don't remember anything about being the [Serious]Queen of Blades.[/Serious]
Conversation/zBriefing_Lab02/Group00001=Lab02 /// Lab02
Conversation/zBriefing_Lab02/Group00002=Old Briefing /// Old Briefing
Conversation/zBriefing_Lab02/Group00004=任务简述 /// Briefing
Conversation/zBriefing_Lab02/Line00001=能听见吗，吉姆？我是瓦伦里安。你找得到凯瑞甘吗？ /// Do you read me Jim? Valerian here. Are you able to recover Kerrigan?
Conversation/zBriefing_Lab02/Line00002=不用找我了，我和吉姆已经出发了。 /// I don't need to be "recovered." Jim and I are already on the move.
Conversation/zBriefing_Lab02/Line00003=我很高兴你没事，凯瑞甘。我们搜不到你的位置了。要我们过去找你吗？ /// I'm glad you're safe, Kerrigan. We're cut off from your location. Should we try to get to you?
Conversation/zBriefing_Lab02/Line00004=不用了，小子。我们现在就会到辅助运输港去，然后乘我的运输船离开这里。 /// Negative, junior. We're headed to the auxiliary shuttle bay. We're gettin' out of here on my dropship!
Conversation/zBriefing_Lab02/Line00005=好吧，我们自己想办法到撤离船那边去。记得小心，他们已经攻破了整个设施。 /// Very well, we'll make our way to the evac ships. Watch out, the entire facility is being overrun.
Conversation/zBriefing_Lab02/Line00006=我们能搞定的。 /// We can handle it.
Conversation/zBriefing_Lab02/Line00007=好了，我们重新上路吧。 /// Back in the saddle. Let's move out.
Conversation/zBriefing_Lab02/Line00008=那胆小鬼已经等不及要逃跑了。 /// That coward couldn't wait to cut and run.
Conversation/zBriefing_Lab02/Line00011=吉姆，能听到我吗？ /// Jim, do you read me?
Conversation/zBriefing_Lab02/Line00012=我们能听见。 /// We read you.
Conversation/zBriefing_Lab02/Line00013=[Surprise]凯瑞甘[/Surprise]，我很高兴你还活着。但我们到不了你的位置。 /// [Surprise]Kerrigan,[/Surprise] I'm glad you're alive. But we're cut off from your location. 
Conversation/zBriefing_Lab02/Line00014=[Serious]你们得[/Serious]一路杀到实验室另一头的运输车站，然后再登上吉姆的运输船。 /// You'll [Serious]have to [/Serious]fight your way across the lab to the tram station. That will take you to Jim's ship.
Conversation/zBriefing_Lab02/Line00015=知道了，小子。我们能搞定的。 /// Roger that, Junior. We can handle it.
Conversation/zBriefing_Lab03/Comment00004=The scanner shows a giant AA gun being built. /// The scanner shows a giant AA gun being built.
Conversation/zBriefing_Lab03/Comment00005=She veers off, away from the base. /// She veers off, away from the base.
Conversation/zBriefing_Lab03/Comment00006=Fade to Black. Fade back in, Kerrigan walks up into the middle of the hive cluster. Zerglings circle her, but keep their distance. /// Fade to Black. Fade back in, Kerrigan walks up into the middle of the hive cluster. Zerglings circle her, but keep their distance.
Conversation/zBriefing_Lab03/Comment00007=Alt in case we have to show Kerrigan getting shot. This picks up when she revives: /// Alt in case we have to show Kerrigan getting shot. This picks up when she revives:
Conversation/zBriefing_Lab03/Comment00008=Kerrigan's Dropship high over the surface of the planet. Kerrigan's ship scans the surface, green overlay, instrumentation. /// Kerrigan's Dropship high over the surface of the planet. Kerrigan's ship scans the surface, green overlay, instrumentation.
Conversation/zBriefing_Lab03/Comment00009=她独自飞行了一秒钟。 /// She flies along a second.
Conversation/zBriefing_Lab03/Comment00010=The scanner passes over a Dominion base. /// The scanner passes over a Dominion base.
Conversation/zBriefing_Lab03/Group00001=Lab03 /// Lab03
Conversation/zBriefing_Lab03/Group00004=Briefing /// Briefing
Conversation/zBriefing_Lab03/Group00005=Obsolete /// Obsolete
Conversation/zBriefing_Lab03/Group00006=Alt in case we have to show Kerrigan getting shot. /// Alt in case we have to show Kerrigan getting shot.
Conversation/zBriefing_Lab03/Line00008=扫描中。侦测到帝国部队和一处异虫巢群。 /// Scanning. Detecting Dominion forces and a zerg hive cluster.
Conversation/zBriefing_Lab03/Line00018=[Surprise 60]是的，[/Surprise]这附近应该有一处旧的主巢。我[Serious]更担心的是[/Serious]帝国部队。 /// [Surprise 60]Yeah,[/Surprise] there must be an old hive here. I'm [Serious]more worried[/Serious] about the Dominion.
Conversation/zBriefing_Lab03/Line00028=他们已建立好了基地。并配备了一门……德拉肯脉冲炮！如此超强的火力可轻易干掉轨道上的舰船！ /// They've already got their base set up. And a... drakken pulse cannon! That kind of firepower can take out a ship in orbit!
Conversation/zBriefing_Lab03/Line00033=德拉肯脉冲炮！如此超强的火力可轻易干掉轨道上的舰船！ /// Drakken pulse cannon! That kind of firepower can take out a ship in orbit!
Conversation/zBriefing_Lab03/Line00034=只要吉姆进入轨道，[Serious]那大炮会立即击落[/Serious]他的飞船。[Surprise 70]他毫无机会。[/Surprise] /// [Serious]That cannon will take out[/Serious] Jim's ship as soon as he enters orbit. [Surprise 70]He'll never see it coming.[/Surprise]
Conversation/zBriefing_Lab03/Line00035=我要前往那座异虫巢群。[Serious]我需要一支军队。[/Serious] /// Set course for the zerg hive cluster.[Serious] I need an army.[/Serious]
Conversation/zBriefing_Lab03/Line00036=我能感觉到有东西用精神控制着这个虫巢，[Serious]是谁？[/Serious] /// I can sense a mind controlling this brood. [Serious]Who are you?[/Serious]
Conversation/zBriefing_Lab03/Line00037=女王，我是虫母纳可图尔。您创造了我们，来扩展您对虫群的控制。您回来了吗？ /// My queen, I am Naktul, a broodmother. You created us to extend your control of the Swarm. Have you returned to us?
Conversation/zBriefing_Lab03/Line00038=[Serious]我不是[/Serious]你的女王，[Serious]我也没有回来。[/Serious]但我需要你的部队来摧毁人类的大炮，[Serious]现在就要。[/Serious] /// [Serious]I'm not[/Serious] your queen and [Serious]I haven't returned.[/Serious] But I need your brood to [Serious]destroy the terran cannon, right now.[/Serious]
Conversation/zBriefing_Lab03/Line00039=我的主力部队跟我在一起。我可以将它们派遣给您，但这需要一点时间…… /// Most of my brood is with me. I can send them to you, but it will take time...
Conversation/zBriefing_Lab03/Line00040=这就够了。我可以通过巢群来建造一支军队。 /// That's all I need. I'll use this hive cluster to build an army.
Conversation/zBriefing_Lab03/Line00041=然后我们就可以赶在吉姆到来之前，把那门炮消灭。 /// Then we tear down that cannon before Jim gets here.
Conversation/zBriefing_Lab03/Line00042=刚才……发生了什么？ /// What... just happened to me?
Conversation/zBriefing_Lab03/Line00043=很久以前您进化了我们，让我们储存您的精华。只要你靠近孵化场，它就会捕捉您的精华。 /// You evolved us long ago to store your essence. As soon as you approached the hatchery, it captured your essence.
Conversation/zBriefing_Lab03/Line00044=如果您死掉的时候还留有孵化场的话，您便可以复活。但要是孵化场没了…… /// If a hatchery is available when you die, you will be resurrected. If there is no hatchery...
Conversation/zBriefing_Lab03/Line00045=那我就完了，知道了。 /// It's permanent. Okay.
Conversation/zBriefing_Lab03/Line00046=[Serious]那就快点。[/Serious]我们需要赶在吉姆来到这里之前摧毁那门大炮。 /// [Serious]Then send them.[/Serious] When they arrive, we'll tear down that cannon before Jim gets here.
Conversation/zBriefing_Lab03/Line00047=与此同时，我要在主巢做好战斗准备。帝国部队追踪了我的飞船，他们很快就会来找我麻烦了。 /// Meanwhile, I'm going to prepare this hive for combat. The Dominion would have tracked my ship and they'll be looking for me.
Conversation/zBriefing_Lab03/Line00048=他们已建立好了基地。并配备了一门…… /// They've already got their base set up. And a...
Conversation/zBriefing_Lab03/Line00049=指挥部，我们已建立基地，德拉肯脉冲炮也即将部署完毕。 /// (radio crackle) Fleet, our base is set up and the Drakken Pulse Cannon is almost online.
Conversation/zBriefing_Lab03/Line00050=地面部队，这里是舰队指挥部。你们情况如何？ /// (radio crackle) Ground team, this is Fleet. What is your status?
Conversation/zBriefing_Lab03/Line00051=收到。消灭所有折跃到目标地点的逃难者，我们之后会来接应。通话完毕。 /// (radio crackle) Roger that. Eliminate all stragglers as they warp to these coordinates. Will return for you. Fleet out.
Conversation/zBriefing_Space01/Comment00001=She cuts the connection. /// She cuts the connection.
Conversation/zBriefing_Space01/Group00001=Space01 Briefing /// Space01 Briefing
Conversation/zBriefing_Space01/Group00003=OBSOLETE /// OBSOLETE
Conversation/zBriefing_Space01/Line00001=[Serious]米拉·汉，[/Serious]我是[Serious]瓦伦里安王子，[/Serious][Surprise 65]听得到吗？[/Surprise] /// [Serious]Mira Han,[/Serious] this is [Serious]Prince Valerian. [/Serious][Surprise 65]Do you read me?[/Surprise]
Conversation/zBriefing_Space01/Line00002=[Happy 90]是的小王子。[/Happy]我知道小马也在，请让他说话。 /// [Happy 90]Of course I do, Princess.[/Happy] I know you're working with Matthew. Put him on please.
Conversation/zBriefing_Space01/Line00003=你忘乎所以了，雇佣兵！ /// You forget yourself, mercenary!
Conversation/zBriefing_Space01/Line00004=[Surprise 70]看来[/Surprise]得摧毁她在这片行星矿脉的作业，[Serious]她才会重视我们。[/Serious] /// [Surprise 70]We could[/Surprise] destroy her operations in this asteroid field. [Serious]That will get her attention.[/Serious]
Conversation/zBriefing_Space01/Line00005=你好，米拉。 /// Hello Mira.
Conversation/zBriefing_Space01/Line00006=小马，你从不写信，也不打电话。你一点都不在乎我。 /// Matthew. You never write, you never call. It's almost like you don't care.
Conversation/zBriefing_Space01/Line00007=你那儿有我们想要的奥尔兰上校，他是唯一能侵入帝国高度加密安全网络的人。 /// You've got Colonel Orlan and we need him. He's the only man who can hack the Dominion's deep-encryption network.
Conversation/zBriefing_Space01/Line00008=我很想帮这个忙，但我需要詹姆斯·雷诺的批准。 /// Well I'd love to help. I just need the permission of James Raynor.
Conversation/zBriefing_Space01/Line00009=吉姆现在不在这儿。 /// Jim's not here right now.
Conversation/zBriefing_Space01/Line00010=[Sad]哦亲爱的，[/Sad]那我就不能把奥尔兰交给你了。 /// [Sad]Oh dear.[/Sad] Then I'm afraid I cannot give you Colonel Orlan.
Conversation/zBriefing_Space01/Line00011=[Serious]听着，米拉。[/Serious]我们需要奥尔兰来[Surprise 80]救吉姆！[/Surprise][Serious]把他交给我们！[/Serious] /// [Serious]Look Mira, [/Serious]we need Orlan to [Surprise 80]rescue Jim![/Surprise][Serious] Just hand him over![/Serious]
Conversation/zBriefing_Space01/Line00012=即使像你这样[Happy 80]美貌智慧，英勇侠义的帅哥来求情，[/Happy][Sad]我也只好抱歉了。[/Sad] /// Not even to someone with your [Happy 80]devilish good looks and brooding intensity.[/Happy][Sad] Sorry.[/Sad]
Conversation/zBriefing_Space01/Line00013=我们必须打击她的主空间站，一场恶战在所难免。 /// We'll have to cripple her prime space station. She won't make it easy for us.
Conversation/zBriefing_Space01/Line00014=对于一个雇佣兵来说信誉就是一切，亲爱的。我的战俘只会交给我的客户。 /// A mercenary's reputation is all that she has, darling. I will not relinquish my prisoner to anyone but the client.
Conversation/zBriefing_Space01/Line00017=她让我们别无选择。如果我们想要救出奥尔兰上校就必须打击米拉的经济命脉。 /// She's left us no choice. We must cripple Mira's operations if we want to rescue Colonel Orlan.
Conversation/zBriefing_Space01/Line00018=[Angry 75]该死！[/Angry]看来我们[Serious]只能[/Serious]逼她跟我们谈判了。 /// [Angry 75]Dammit! [/Angry]We [Serious]have to[/Serious] force her to negotiate with us.
